Ward_No,date,mean
,8/12/2018,-0.2915907
150,8/12/2018,-0.280788598
176,8/12/2018,-0.261087402
129,8/12/2018,-0.283041371
173,8/12/2018,-0.20540531
140,8/12/2018,-0.357822099
206,8/12/2018,-0.229349358
145,8/12/2018,-0.275366053
179,8/12/2018,-0.203450134
3,8/12/2018,-0.458325304
28,8/12/2018,-0.406369183
156,8/12/2018,-0.235105697
7,8/12/2018,-0.434351029
255,8/12/2018,-0.282995997
29,8/12/2018,-0.247587741
108,8/12/2018,-0.221689297
215,8/12/2018,-0.293744187
1,8/12/2018,-0.472913094
126,8/12/2018,-0.283398795
21,8/12/2018,-0.29483401
263,8/12/2018,-0.28569966
2,8/12/2018,-0.375802988
19,8/12/2018,-0.402585621
133,8/12/2018,-0.42054137
216,8/12/2018,-0.293744187
231,8/12/2018,-0.313663502
122,8/12/2018,-0.232442339
201,8/12/2018,-0.346406813
8,8/12/2018,-0.389735696
238,8/12/2018,-0.314716751
196,8/12/2018,-0.221877889
181,8/12/2018,-0.204955834
104,8/12/2018,-0.173169156
136,8/12/2018,-0.277871733
252,8/12/2018,-0.300020376
30,8/12/2018,-0.19498376
166,8/12/2018,-0.227838076
152,8/12/2018,-0.274526414
32,8/12/2018,-0.1665555
34,8/12/2018,-0.174592804
62,8/12/2018,-0.201516632
22,8/12/2018,-0.247989155
199,8/12/2018,-0.207799251
232,8/12/2018,-0.313331281
27,8/12/2018,-0.289410881
141,8/12/2018,-0.309668377
128,8/12/2018,-0.283401291
13,8/12/2018,-0.367186565
262,8/12/2018,-0.277583196
261,8/12/2018,-0.31946975
135,8/12/2018,-0.271038372
183,8/12/2018,-0.207103204
170,8/12/2018,-0.22466019
52,8/12/2018,-0.197215292
131,8/12/2018,-0.282594884
237,8/12/2018,-0.316321201
67,8/12/2018,-0.277787561
175,8/12/2018,-0.262226756
260,8/12/2018,-0.313387921
203,8/12/2018,-0.206783519
210,8/12/2018,-0.294022388
153,8/12/2018,-0.297332947
92,8/12/2018,-0.281536832
164,8/12/2018,-0.221995052
162,8/12/2018,-0.218727568
143,8/12/2018,-0.270769301
169,8/12/2018,-0.234391827
18,8/12/2018,-0.358333086
9,8/12/2018,-0.276627004
218,8/12/2018,-0.308822953
204,8/12/2018,-0.204694509
138,8/12/2018,-0.232833055
88,8/12/2018,-0.291240522
142,8/12/2018,-0.273664157
247,8/12/2018,-0.31548355
87,8/12/2018,-0.297697827
59,8/12/2018,-0.173685732
223,8/12/2018,-0.31186713
120,8/12/2018,-0.283401291
10,8/12/2018,-0.290357087
61,8/12/2018,-0.285262047
250,8/12/2018,-0.316608171
235,8/12/2018,-0.316608171
86,8/12/2018,-0.298804354
253,8/12/2018,-0.274494816
23,8/12/2018,-0.238997041
174,8/12/2018,-0.247419815
233,8/12/2018,-0.307982504
245,8/12/2018,-0.314455458
111,8/12/2018,-0.274646535
85,8/12/2018,-0.2971087
151,8/12/2018,-0.274462109
100,8/12/2018,-0.233408149
91,8/12/2018,-0.282690044
214,8/12/2018,-0.293745851
172,8/12/2018,-0.261784929
144,8/12/2018,-0.264786809
130,8/12/2018,-0.281611836
47,8/12/2018,-0.180632624
202,8/12/2018,-0.305911148
81,8/12/2018,-0.29724425
72,8/12/2018,-0.276627004
